lv:0 id:0
lv:0 id:15
187,115,152,294,-112
169,109,142,190,67
70,0,-49,230,-150
172,81,123,220,0
156,96,128,130,122
79,0,58,80,0
lv:0 id:16
117,40,69,159,-50
109,35,62,167,-100
117,42,90,233,-153
188,127,176,180,67
133,73,107,130,17
79,0,75,80,0
lv:0 id:17
70,0,-71,259,-113
146,79,109,329,-100
279,212,239,299,-219
244,184,215,218,210
192,125,163,200,98
79,0,60,80,0
lv:0 id:18
70,0,-49,152,-50
104,43,73,120,-100
70,0,-52,212,-150
147,86,117,153,20
103,27,61,112,-30
79,0,17,80,0
lv:0 id:19
198,134,184,198,-64
180,120,170,171,97
70,0,-80,220,-150
113,37,69,120,20
70,8,39,120,-30
79,0,45,80,0
lv:0 id:20
70,0,6,249,-112
140,80,111,267,-100
222,161,192,217,-150
200,139,169,172,167
145,84,115,122,107
79,0,35,80,0
lv:0 id:21
70,0,9,208,-67
70,9,38,144,0
74,3,40,270,-204
154,80,115,166,24
140,80,108,116,104
79,0,28,80,0
lv:0 id:22
108,36,81,142,-72
70,0,-89,120,-100
70,0,-134,214,-150
104,43,70,210,-3
110,48,80,122,45
79,0,31,80,0
lv:0 id:23
128,65,103,128,-58
70,0,-18,272,-100
225,165,215,222,-150
205,145,177,178,172
149,89,119,128,110
79,0,45,80,0
lv:0 id:24
70,0,-8,262,-53
209,145,186,209,-218
101,41,71,223,-150
174,107,145,181,46
144,78,118,193,54
79,0,40,80,0
lv:0 id:25
70,0,-36,120,-50
70,0,-91,143,-146
70,0,-89,376,-297
116,41,80,120,20
70,0,-10,129,-30
79,0,36,80,0
lv:0 id:26
70,0,-38,170,-50
122,60,96,122,18
70,0,-126,230,-150
180,119,165,180,20
160,100,130,130,130
79,0,59,80,0
lv:0 id:27
70,0,-26,120,-50
70,0,-8,133,-126
70,0,-131,233,-153
113,52,106,107,20
57,0,25,130,-30
79,0,58,80,0
lv:0 id:28
251,182,222,328,-50
310,241,284,310,169
228,165,195,230,-150
215,154,180,191,178
154,93,125,141,106
79,0,78,80,0
lv:0 id:29
110,16,64,168,-98
70,0,-78,153,-166
70,0,-28,434,-354
151,91,138,149,20
99,7,57,130,-30
79,0,60,80,0
lv:0 id:30
166,80,129,170,-50
148,88,125,132,104
70,0,-252,416,-345
163,92,129,167,20
117,43,85,121,-30
79,0,31,80,0
lv:0 id:31
82,19,57,134,-84
50,0,16,120,-100
70,0,-89,250,-186
132,49,97,166,19
127,67,86,114,82
79,0,21,80,0
lv:0 id:32
93,25,51,120,-50
70,0,-68,168,-196
70,0,-36,268,-198
145,56,101,187,-47
70,0,-12,120,-30
79,0,25,80,0
lv:0 id:33
70,0,-18,128,-58
70,0,17,277,-100
230,170,201,268,-198
212,151,166,212,156
181,107,136,190,87
79,0,40,80,0
lv:0 id:34
122,51,93,128,-50
78,9,49,131,-100
81,16,47,199,-150
80,19,34,127,28
74,0,35,99,-19
79,0,20,80,0
lv:0 id:35
70,0,-82,358,-111
156,86,125,211,-5
136,68,94,350,-288
103,37,60,214,37
115,43,85,180,-100
79,0,22,80,0
lv:0 id:36
98,37,68,212,-100
112,42,70,134,-128
70,0,-129,220,-150
233,172,218,220,-5
179,100,150,190,100
79,0,44,80,0
lv:0 id:37
82,3,39,169,-50
119,52,79,120,-100
70,0,-13,264,-207
156,93,119,160,0
90,15,56,107,-30
79,0,25,80,0
lv:0 id:38
70,0,-44,309,-98
87,24,51,184,-1
113,49,75,230,-150
157,82,116,158,63
108,27,67,130,13
79,0,54,80,0
lv:0 id:39
267,174,224,272,-50
250,189,218,222,217
172,97,143,229,-150
176,116,128,179,122
155,94,125,143,106
79,0,53,80,0
lv:0 id:40
175,114,150,170,-50
129,68,91,165,75
70,0,-103,195,-150
145,84,133,145,20
125,65,95,95,95
79,0,14,80,0
lv:0 id:41
359,298,328,405,-83
318,258,289,359,236
239,168,212,240,-207
189,122,150,235,119
125,65,89,115,75
79,0,3,80,0
lv:0 id:42
42,0,3,127,-50
77,0,35,184,-162
103,18,63,325,-249
116,56,89,176,53
131,70,121,126,3
79,0,44,80,0
lv:0 id:43
141,56,94,151,-50
144,83,125,142,50
51,0,13,210,-150
135,75,111,135,1
85,17,58,110,-49
79,0,25,80,0
lv:0 id:44
62,0,37,220,-50
170,104,148,170,-200
70,0,-42,230,-150
107,37,66,224,-2
138,78,126,130,57
79,0,59,80,0
lv:0 id:45
169,109,149,159,-89
70,0,-78,280,-100
243,183,226,230,-150
279,199,241,302,119
212,152,199,200,159
79,0,54,80,0
lv:0 id:46
186,126,157,181,-63
149,88,129,133,103
55,0,27,187,-150
135,75,104,137,5
115,54,78,96,73
79,0,12,80,0
lv:0 id:47
70,0,-66,305,-68
205,131,158,259,-20
169,104,136,224,-150
180,120,159,174,119
154,94,122,137,111
79,0,36,80,0
lv:0 id:48
317,257,294,310,-50
290,230,260,260,260
210,122,171,230,-150
203,143,184,188,156
187,103,150,200,68
79,0,73,80,0
lv:0 id:49
96,24,60,120,-50
70,0,-11,157,-174
70,0,-125,231,-153
132,45,92,178,20
110,49,66,147,63
79,0,32,80,0
lv:0 id:50
111,41,77,166,-50
116,42,88,120,-100
70,0,-187,272,-192
103,43,72,198,20
148,68,117,154,-78
79,0,55,80,0
lv:0 id:51
80,0,47,120,-50
70,0,-27,263,-232
147,58,98,231,-177
174,104,138,202,73
165,102,135,174,54
79,0,28,80,0
lv:0 id:52
61,0,35,276,-64
148,66,106,198,11
148,73,106,230,-150
122,61,72,199,70
121,48,76,130,48
79,0,58,80,0
lv:0 id:53
141,79,110,156,-50
106,31,76,124,-108
70,0,-183,265,-195
200,140,176,200,5
152,85,122,190,80
79,0,21,80,0
lv:0 id:54
158,80,110,170,-50
144,84,110,120,108
70,0,-70,192,-150
70,0,10,250,-34
75,14,27,92,20
79,0,1,80,0
lv:0 id:55
70,0,5,116,-50
66,0,38,195,-188
101,3,53,216,-150
97,37,54,159,43
101,28,66,116,1
79,0,25,80,0
lv:0 id:56
167,103,134,170,-50
149,88,118,120,117
70,0,-173,261,-192
119,48,82,120,20
70,0,-7,121,-34
79,0,40,80,0
lv:0 id:57
70,0,-34,144,-74
70,0,-16,124,-108
70,0,-32,217,-150
140,80,108,167,20
138,46,93,184,22
79,0,35,80,0
lv:0 id:58
70,0,-72,188,-118
70,0,-100,120,-100
70,0,-123,230,-150
171,95,145,171,20
121,46,96,130,-30
79,0,76,80,0
lv:0 id:59
70,0,10,240,-85
126,66,100,120,20
70,0,-26,227,-150
111,50,85,177,20
156,95,138,143,44
79,0,52,80,0
lv:0 id:60
82,6,55,170,-50
100,31,68,148,4
70,0,-179,323,-243
72,11,32,180,20
125,44,86,130,13
79,0,64,80,0
lv:0 id:61
185,125,172,185,-54
159,99,129,166,96
77,6,52,256,-201
169,109,144,161,24
137,76,90,129,87
79,0,27,80,0
lv:0 id:62
121,36,74,133,-63
70,0,-76,172,-100
122,53,91,208,-150
100,39,61,160,44
82,6,33,119,0
79,0,28,80,0
lv:0 id:63
70,0,8,123,-53
70,0,-161,171,-202
70,0,-70,229,-150
115,36,81,181,20
134,73,113,131,-34
79,0,53,80,0
lv:0 id:64
68,8,39,120,-50
70,0,-104,207,-104
155,86,127,275,-195
166,94,123,214,88
156,93,141,156,90
79,0,75,80,0
lv:0 id:65
206,136,180,298,-50
244,183,214,248,156
198,134,172,220,-162
148,88,119,292,81
131,71,103,146,57
79,0,18,80,0
lv:0 id:66
120,49,96,120,-50
70,0,-72,126,-100
76,0,30,230,-150
178,100,139,180,26
159,99,128,130,128
79,0,79,80,0
lv:0 id:67
70,0,-83,187,-117
70,0,-82,148,-156
70,0,17,239,-159
119,42,87,126,14
70,0,-32,134,-38
79,0,74,80,0
lv:0 id:68
102,24,53,120,-50
70,0,-57,254,-100
204,120,161,214,-150
190,129,153,166,153
146,86,120,142,88
79,0,34,80,0
lv:0 id:69
111,50,80,120,-50
70,0,-40,142,-100
92,3,46,230,-150
148,72,118,192,36
99,39,60,184,44
79,0,59,80,0
lv:0 id:70
70,0,-28,170,-50
70,10,29,120,20
70,0,-154,239,-159
141,80,111,238,-9
140,80,122,135,84
79,0,73,80,0
lv:0 id:71
224,147,175,297,-61
217,156,181,239,160
175,114,147,226,-150
224,163,206,220,125
174,114,146,170,-13
79,0,32,80,0
lv:0 id:72
70,0,-40,349,-115
187,123,165,187,2
119,55,88,329,-258
169,103,144,171,69
151,90,132,134,106
79,0,32,80,0
lv:0 id:73
70,0,-50,167,-50
74,0,33,166,-29
67,0,29,230,-150
269,197,242,296,-41
203,142,158,200,149
79,0,63,80,0
lv:0 id:74
180,106,142,256,-88
160,100,130,130,130
80,10,52,230,-150
123,62,106,120,30
70,0,-10,137,-34
79,0,68,80,0
lv:0 id:75
104,28,70,120,-50
70,0,-99,229,-100
179,107,141,245,-165
194,114,153,195,99
127,67,79,130,79
79,0,64,80,0
lv:0 id:76
83,10,57,83,-50
35,0,4,206,-114
149,79,106,230,-150
168,107,139,180,99
152,92,122,130,114
79,0,73,80,0
lv:0 id:77
70,0,-15,120,-50
70,0,-161,166,-192
70,0,-21,223,-150
173,113,149,173,20
142,82,112,186,60
79,0,34,80,0
lv:0 id:78
70,0,-35,164,-50
114,41,68,254,-100
204,135,166,221,-165
185,125,154,156,154
135,75,105,106,104
79,0,26,80,0
lv:0 id:79
95,14,60,207,-50
141,76,105,158,44
107,33,76,221,-153
73,8,36,268,7
120,59,107,118,23
79,0,35,80,0
lv:0 id:80
70,0,-15,255,-50
205,140,177,277,-120
217,127,175,230,-150
204,143,173,180,167
160,100,130,130,130
79,0,71,80,0
lv:0 id:81
70,0,-79,236,-83
102,24,59,120,20
70,0,-117,204,-150
110,34,64,154,20
116,47,73,118,46
79,0,18,80,0
lv:0 id:82
75,0,28,266,-98
86,25,50,120,25
70,0,-54,275,-195
120,56,104,120,20
70,0,-84,191,-152
79,0,59,80,0
lv:0 id:83
225,146,178,299,-50
259,199,239,249,-100
199,136,174,199,-150
179,119,149,149,149
129,69,99,99,99
79,0,14,80,0
lv:0 id:84
70,0,-35,290,-110
40,0,6,164,-24
70,0,-26,200,-150
81,20,36,149,20
99,21,63,161,-152
79,0,15,80,0
lv:0 id:85
270,187,236,280,-100
206,145,188,200,150
80,15,50,225,-150
85,25,43,175,30
84,22,49,191,-36
79,0,45,80,0
lv:0 id:86
113,32,77,170,-50
132,71,116,120,63
70,0,-120,228,-171
162,102,144,157,20
137,77,107,108,106
79,0,27,80,0
lv:0 id:87
85,18,49,176,-53
129,69,116,120,35
70,0,-75,208,-150
96,27,61,176,20
126,61,101,126,-66
79,0,18,80,0
lv:0 id:88
82,13,43,170,-50
55,0,6,150,2
70,0,-83,216,-150
271,210,251,270,-32
202,141,184,186,150
79,0,20,80,0
lv:0 id:89
137,51,97,170,-50
141,74,113,148,59
70,0,-149,195,-153
74,14,41,142,20
92,11,56,101,9
79,0,4,80,0
lv:0 id:90
274,213,244,334,-50
277,217,244,284,221
234,163,208,238,-186
296,236,266,292,114
202,142,172,172,172
79,0,12,80,0
lv:0 id:91
70,0,-80,414,-117
59,0,31,263,-13
180,103,145,202,-150
171,111,132,152,130
121,61,92,102,80
79,0,5,80,0
lv:0 id:92
180,110,137,357,-108
259,198,247,249,-100
199,113,163,240,-177
186,126,154,163,149
143,83,113,113,113
79,0,17,80,0
lv:0 id:93
73,0,47,170,-50
77,16,30,120,23
70,0,-149,214,-150
200,131,174,200,20
151,91,139,150,-102
79,0,39,80,0
lv:0 id:94
168,107,143,170,-50
136,75,106,161,77
70,0,-179,295,-225
61,0,21,146,15
91,30,61,120,-30
79,0,43,80,0
lv:0 id:95
194,133,169,197,-50
147,85,134,147,-100
97,10,55,230,-150
180,109,155,180,47
162,102,139,151,109
79,0,67,80,0
lv:0 id:96
163,70,115,348,-50
263,188,234,298,113
248,180,216,412,-348
245,185,205,234,198
196,135,181,184,8
79,0,39,80,0
lv:0 id:97
135,70,103,165,-50
115,49,81,312,-100
262,180,229,323,-243
232,159,194,320,142
209,148,197,200,112
79,0,73,80,0
lv:0 id:98
82,11,55,172,-102
70,0,-88,122,-104
70,0,-63,197,-150
150,89,131,147,20
127,67,97,97,97
79,0,12,80,0
lv:0 id:99
390,330,378,386,-51
362,299,331,378,292
284,222,260,284,-252
277,216,254,272,164
182,122,152,152,152
79,0,5,80,0
lv:1 id:0
43,0,15,173,-57
116,41,67,120,-100
70,0,-185,850,-324
421,332,382,470,20
468,380,426,588,359
1999,481,487,2000,480
lv:1 id:1
261,177,214,500,-104
307,225,271,568,211
518,448,493,680,-150
619,544,590,630,468
605,544,573,580,569
1999,481,501,2000,480
lv:1 id:2
64,0,16,120,-50
70,0,-46,155,-104
103,29,66,1085,-150
400,331,373,529,326
905,826,859,985,360
1999,481,899,2000,480
lv:1 id:3
360,274,314,500,-70
438,353,393,608,1
560,499,530,656,-150
606,537,586,606,508
615,555,582,620,492
1999,481,480,2000,480
lv:1 id:4
70,0,-92,500,-97
357,297,325,470,271
844,771,811,1242,-294
902,841,882,902,733
798,737,763,998,744
1999,481,906,2000,480
lv:1 id:5
446,374,408,500,-50
521,445,476,610,365
529,452,486,805,-285
576,513,551,620,479
576,516,537,573,523
1999,481,480,2000,480
lv:1 id:6
143,58,95,164,-50
114,53,87,571,-123
452,377,418,788,-252
405,344,355,740,350
571,498,533,586,349
1999,481,495,2000,480
lv:1 id:7
38,0,1,162,-80
82,0,35,372,-100
326,265,296,740,-216
548,483,511,624,272
562,498,525,574,498
1999,481,480,2000,480
lv:1 id:8
456,385,432,456,-107
349,274,302,740,128
690,628,659,706,-150
678,618,653,656,640
678,617,665,670,542
1999,481,512,2000,480
lv:1 id:9
70,0,-8,90,-51
40,0,9,315,-110
260,198,233,668,-156
601,540,574,600,184
528,467,497,562,160
1999,481,483,2000,480
lv:1 id:10
170,105,131,190,-50
140,70,103,167,-190
72,0,30,943,-330
384,304,337,496,22
664,604,654,663,334
1999,481,573,2000,480
lv:1 id:11
70,0,-34,146,-50
96,33,68,122,-104
70,0,-150,693,-150
479,419,457,470,-23
499,431,473,601,412
1999,481,517,2000,480
lv:1 id:12
156,82,130,156,-50
106,42,71,120,-100
70,0,-66,683,-150
478,417,454,470,20
580,520,549,583,420
1999,481,485,2000,480
lv:1 id:13
495,433,460,500,-118
553,468,514,675,445
625,555,583,703,-189
624,564,602,613,575
574,514,537,564,525
1999,481,480,2000,480
lv:1 id:14
170,86,125,256,-50
206,119,168,625,3
563,502,535,744,-219
542,481,509,689,480
576,515,554,575,491
1999,481,480,2000,480
lv:1 id:15
152,63,104,180,-50
130,57,104,624,-15
568,485,532,675,-150
630,570,618,625,518
605,545,575,575,575
1999,481,480,2000,480
lv:1 id:16
70,0,12,170,-50
71,11,37,120,20
70,0,-135,679,-150
211,135,179,470,-12
539,477,505,591,149
1999,481,480,2000,480
lv:1 id:17
70,0,-41,182,-56
147,77,110,163,-23
70,0,-145,802,-150
340,265,313,470,-2
605,543,580,718,274
1999,481,615,2000,480
lv:1 id:18
70,0,6,500,-72
291,219,262,470,-23
497,403,451,706,-150
582,502,538,656,447
606,542,581,606,532
1999,481,516,2000,480
lv:1 id:19
70,0,-43,144,-50
94,20,48,187,-148
113,29,74,657,-150
86,19,55,195,8
90,17,65,557,13
1999,481,480,2000,480
lv:1 id:20
140,70,111,166,-96
70,0,-178,278,-198
179,117,149,1151,-249
476,404,442,617,129
585,492,537,988,345
1999,481,876,2000,480
lv:1 id:21
93,25,55,178,-50
128,55,83,161,-182
70,0,-128,827,-264
149,89,118,351,20
301,239,275,667,-20
1999,481,516,2000,480
lv:1 id:22
366,297,334,418,-50
370,309,337,437,-154
360,298,332,679,-150
525,451,491,629,310
525,465,486,579,475
1999,481,480,2000,480
lv:1 id:23
159,88,125,430,-50
381,321,354,631,0
581,500,548,662,-150
613,521,566,744,465
593,532,562,583,542
1999,481,481,2000,480
lv:1 id:24
507,447,495,500,129
693,629,665,1000,551
1113,1051,1079,1353,-270
1200,1139,1183,1189,1060
1215,1154,1201,1203,1069
1999,481,1049,2000,480
lv:1 id:25
337,275,309,500,152
718,652,684,958,331
908,831,879,1500,49
984,911,940,1149,858
1104,1044,1064,1700,1049
1999,481,1597,2000,480
lv:1 id:26
65,0,16,120,-50
70,0,-40,168,-128
104,29,75,874,-267
345,280,315,529,85
657,585,631,657,33
1999,481,572,2000,480
lv:1 id:27
145,74,118,170,-50
138,77,111,120,95
70,0,-26,800,-294
302,217,258,354,20
304,220,263,607,-20
1999,481,480,2000,480
lv:1 id:28
70,0,-6,170,-50
76,15,43,123,17
70,0,-116,1310,-207
473,412,443,470,379
961,879,918,970,538
1999,481,1074,2000,480
lv:1 id:29
87,27,55,182,-50
132,59,93,174,-100
124,53,97,1285,-150
453,393,423,553,387
946,886,920,1053,545
1999,481,1093,2000,480
lv:1 id:30
449,374,400,500,-53
558,483,528,562,352
465,390,422,714,-204
601,541,575,610,415
586,525,555,560,551
1999,481,480,2000,480
lv:1 id:31
31,0,2,231,-50
181,118,152,300,-100
250,166,204,1381,-150
493,423,454,666,321
904,821,863,1166,658
1999,481,1201,2000,480
lv:1 id:32
70,0,-12,170,-50
121,60,109,120,-100
70,0,-93,707,-150
155,91,129,470,-8
502,417,455,634,3
1999,481,532,2000,480
lv:1 id:33
238,151,198,257,-50
228,167,192,207,188
157,72,115,664,-150
356,290,325,572,107
508,421,461,581,289
1999,481,480,2000,480
lv:1 id:34
98,22,60,120,-50
70,0,-47,120,-100
70,0,-9,659,-150
176,95,142,470,16
429,340,381,559,126
1999,481,480,2000,480
lv:1 id:35
508,447,498,500,-50
506,415,460,713,81
663,581,625,727,-150
684,623,658,677,613
657,597,627,627,627
1999,481,531,2000,480
lv:1 id:36
453,373,409,500,-77
756,671,714,799,403
749,687,722,758,-246
758,698,745,752,629
662,602,632,632,632
1999,481,480,2000,480
lv:1 id:37
70,0,-46,228,-50
63,2,15,194,4
129,69,100,663,-153
244,183,215,473,60
405,332,364,560,28
1999,481,480,2000,480
lv:1 id:38
99,28,61,182,-50
143,82,98,711,93
661,593,623,670,-150
604,541,556,634,541
518,457,480,620,461
1999,481,480,2000,480
lv:1 id:39
70,0,-25,120,-50
70,0,-51,120,-100
70,0,-78,662,-156
164,87,134,470,-4
257,174,224,558,112
1999,481,481,2000,480
lv:1 id:40
87,17,62,120,-50
70,0,21,123,-106
70,0,-63,658,-150
396,326,362,470,20
560,481,517,561,-20
1999,481,480,2000,480
lv:1 id:41
115,36,76,120,-50
70,0,-89,208,-160
128,46,81,671,-150
167,106,155,164,78
114,50,87,571,28
1999,481,480,2000,480
lv:1 id:42
70,0,-44,170,-50
95,24,50,124,16
70,0,-60,670,-150
335,246,291,347,20
297,226,267,570,-20
1999,481,480,2000,480
lv:1 id:43
116,30,73,120,-50
70,0,-74,121,-102
70,0,-19,668,-150
268,181,225,433,-48
315,234,271,588,-20
1999,481,490,2000,480
lv:1 id:44
93,32,61,404,-50
319,242,283,359,36
304,218,262,657,-150
418,352,392,418,254
368,293,332,562,194
1999,481,480,2000,480
lv:1 id:45
263,192,227,500,-50
462,401,431,894,265
844,765,815,1500,63
1205,1122,1170,1265,1036
1627,1536,1585,1693,1063
1999,481,1608,2000,480
lv:1 id:46
392,311,344,500,-50
472,396,436,686,342
636,564,611,1007,-156
777,701,751,1021,551
857,797,827,901,727
1999,481,803,2000,480
lv:1 id:47
70,0,-37,120,-50
70,0,-137,331,-202
230,158,197,662,-150
347,259,307,404,180
354,281,320,571,112
1999,481,481,2000,480
lv:1 id:48
389,328,342,500,338
868,808,838,838,838
1400,1338,1376,1400,-150
1380,1320,1350,1350,1350
1330,1270,1300,1300,1300
1999,481,1213,2000,480
lv:1 id:49
188,127,167,188,-59
169,109,148,162,96
70,0,-105,671,-150
262,202,234,470,-29
400,322,359,571,-20
1999,481,480,2000,480
lv:1 id:50
448,367,402,500,309
870,810,856,867,809
1374,1309,1346,1500,-81
1349,1289,1315,1627,1296
1418,1336,1381,1521,1292
1999,481,1445,2000,480
lv:1 id:51
167,107,154,167,-50
147,87,117,117,117
67,0,23,694,-162
70,0,-11,494,-52
349,263,308,470,-20
1999,481,483,2000,480
lv:1 id:52
70,0,7,135,-65
70,0,-99,540,-147
423,353,395,671,-150
611,539,586,621,373
596,536,562,571,561
1999,481,480,2000,480
lv:1 id:53
480,401,450,500,-50
609,541,567,616,361
497,434,467,680,-150
659,588,625,704,410
649,583,622,650,539
1999,481,492,2000,480
lv:1 id:54
129,38,82,170,-51
119,49,90,120,-100
70,0,-114,891,-336
404,331,372,470,20
622,562,597,622,337
1999,481,528,2000,480
lv:1 id:55
354,276,309,415,-50
380,320,364,365,-100
315,221,268,677,-150
510,437,466,561,265
511,440,466,577,215
1999,481,480,2000,480
lv:1 id:56
332,272,301,500,-79
489,421,452,780,113
695,613,654,815,-150
734,674,723,733,604
646,586,617,725,575
1999,481,623,2000,480
lv:1 id:57
500,439,470,500,-50
488,427,463,468,447
418,334,382,829,-312
497,424,467,498,355
435,366,395,567,318
1999,481,480,2000,480
lv:1 id:58
70,0,-82,331,-82
218,132,173,260,-23
167,90,122,761,-228
415,346,380,590,117
521,449,475,583,365
1999,481,491,2000,480
lv:1 id:59
432,371,404,500,341
926,841,885,1000,588
1166,1088,1131,1500,-150
1526,1449,1498,1527,1116
1489,1428,1447,1518,1435
1999,481,1391,2000,480
lv:1 id:60
57,0,22,469,-69
400,324,370,896,284
846,784,810,1027,-174
948,888,922,953,796
930,870,898,903,897
1999,481,804,2000,480
lv:1 id:61
126,57,90,190,-72
118,51,89,120,-100
70,0,-92,875,-243
389,309,359,470,-5
580,495,539,691,64
1999,481,600,2000,480
lv:1 id:62
475,393,426,500,-50
624,564,605,609,382
517,457,491,664,-150
573,494,543,611,466
561,500,529,564,416
1999,481,480,2000,480
lv:1 id:63
175,114,153,170,-50
150,90,120,120,120
70,0,-206,876,-297
272,211,241,470,20
548,452,502,629,219
1999,481,551,2000,480
lv:1 id:64
290,207,252,326,-96
253,192,222,254,170
134,46,94,675,-153
460,393,428,546,84
563,481,521,572,410
1999,481,480,2000,480
lv:1 id:65
172,108,142,500,-50
232,171,201,608,172
740,672,714,1196,-150
1157,1097,1137,1146,690
1126,1066,1096,1096,1096
1999,481,1019,2000,480
lv:1 id:66
51,0,21,106,-56
50,0,21,149,-158
70,0,-125,730,-150
119,43,76,470,1
409,334,372,543,69
1999,481,540,2000,480
lv:1 id:67
343,275,301,500,-89
373,299,336,406,293
356,280,327,658,-150
575,515,566,572,306
522,449,483,558,256
1999,481,480,2000,480
lv:1 id:68
70,0,-37,120,-50
70,0,-9,120,-100
70,0,-12,672,-150
338,258,293,382,20
332,247,295,577,-20
1999,481,480,2000,480
lv:1 id:69
133,61,106,144,-50
94,11,47,414,-150
339,248,290,670,-150
463,392,432,616,277
554,489,525,582,215
1999,481,480,2000,480
lv:1 id:70
105,34,69,289,-50
173,112,139,239,55
189,126,157,676,-159
222,144,186,626,81
560,489,534,567,89
1999,481,489,2000,480
lv:1 id:71
240,167,207,488,-50
387,299,343,438,190
388,302,349,1132,-183
508,431,464,802,358
918,857,884,1027,386
1999,481,924,2000,480
lv:1 id:72
70,0,-49,170,-50
66,0,32,179,-39
70,0,-99,828,-303
283,204,244,420,20
370,293,323,575,-20
1999,481,481,2000,480
lv:1 id:73
204,144,175,239,-50
189,116,146,410,-100
360,279,326,746,-153
516,438,482,553,310
507,446,476,643,260
1999,481,555,2000,480
lv:1 id:74
400,331,359,500,-50
605,527,556,831,428
1014,928,971,1500,-55
1089,1029,1071,1076,964
1026,955,981,1578,945
1999,481,1489,2000,480
lv:1 id:75
457,366,413,500,58
620,558,608,620,6
570,506,542,661,-150
561,501,533,542,520
492,421,460,599,394
1999,481,480,2000,480
lv:1 id:76
404,318,368,423,-50
377,316,348,573,-64
523,436,484,871,-150
740,679,708,899,434
762,692,724,771,687
1999,481,683,2000,480
lv:1 id:77
45,0,16,164,-61
103,23,69,147,-126
84,14,50,661,-150
166,106,137,188,34
138,50,91,579,-20
1999,481,480,2000,480
lv:1 id:78
140,79,126,127,-57
70,0,-150,384,-224
272,191,241,709,-168
451,359,408,641,222
453,378,426,654,338
1999,481,495,2000,480
lv:1 id:79
70,0,-43,170,-50
123,61,89,148,-8
70,0,-220,934,-318
155,64,114,168,20
118,57,93,715,57
1999,481,588,2000,480
lv:1 id:80
112,31,71,171,-107
64,0,33,120,-100
70,0,-140,811,-150
467,406,438,470,20
732,669,711,732,393
1999,481,613,2000,480
lv:1 id:81
155,94,126,170,-50
141,81,106,120,102
70,0,-237,829,-309
409,324,372,470,20
510,447,474,570,359
1999,481,480,2000,480
lv:1 id:82
213,152,179,367,-50
317,243,289,668,33
618,533,575,1003,-150
557,496,521,562,507
451,390,406,967,390
1999,481,818,2000,480
lv:1 id:83
214,127,173,357,-52
316,256,272,888,267
838,767,798,1472,-150
1203,1137,1174,1267,788
1302,1222,1267,1372,1153
1999,481,1292,2000,480
lv:1 id:84
433,364,391,500,-50
510,413,461,588,-27
538,473,501,766,-171
622,539,585,658,488
608,547,578,645,438
1999,481,550,2000,480
lv:1 id:85
70,0,-10,113,-63
51,0,20,321,-100
271,203,231,663,-150
320,244,294,409,221
359,288,314,589,119
1999,481,480,2000,480
lv:1 id:86
179,104,141,343,-50
294,234,274,293,-160
213,135,181,664,-150
408,328,361,581,163
531,465,494,600,41
1999,481,481,2000,480
lv:1 id:87
172,96,138,425,-54
257,164,213,422,67
317,240,277,663,-153
342,273,316,525,213
421,359,394,560,217
1999,481,480,2000,480
lv:1 id:88
422,347,397,500,165
721,661,694,717,97
